timestamps,TP9,AF7,AF8,TP10,Right AUX
1681290751.384,-20.020,-41.016,-43.457,-18.555,0.000
1681290751.388,-8.301,-44.434,-40.527,-20.996,0.000
1681290751.392,-9.766,-41.016,-35.645,-15.137,0.000
1681290751.396,-21.484,-42.480,-38.086,-14.648,0.000
1681290751.400,-5.371,-39.551,-41.016,-6.348,0.000
1681290751.404,2.441,-32.715,-39.062,-0.488,0.000
1681290751.408,-4.395,-36.133,-39.551,-5.859,0.000
1681290751.412,-7.812,-32.227,-35.156,-12.695,0.000
1681290751.416,-10.254,-32.715,-33.203,-16.602,0.000
1681290751.419,-13.184,-36.133,-34.180,-18.066,0.000
1681290751.423,-9.277,-29.785,-29.785,-10.742,0.000
1681290751.427,-4.883,-30.273,-28.809,-3.906,0.000
1681290751.431,-15.137,-40.527,-33.203,-12.207,0.000
1681290751.435,-18.555,-34.180,-31.250,-28.320,0.000
1681290751.439,-13.184,-30.273,-25.879,-24.902,0.000
1681290751.443,-8.789,-33.203,-25.879,-10.254,0.000
1681290751.447,-14.160,-31.738,-30.273,-13.672,0.000
1681290751.451,-15.625,-31.250,-29.785,-27.832,0.000
1681290751.455,-15.625,-31.250,-30.762,-25.391,0.000
1681290751.459,-21.484,-27.344,-37.109,-20.508,0.000
1681290751.462,-29.297,-21.973,-41.016,-20.508,0.000
1681290751.466,-32.227,-27.344,-41.016,-21.484,0.000
1681290751.470,-32.715,-31.738,-39.551,-29.297,0.000
1681290751.474,-40.527,-33.691,-38.086,-38.574,0.000
1681290751.478,-40.527,-37.109,-37.598,-41.016,0.000
1681290751.482,-39.551,-33.691,-29.297,-40.039,0.000
1681290751.486,-40.527,-31.250,-27.344,-30.762,0.000
1681290751.490,-49.316,-34.668,-35.156,-35.156,0.000
1681290751.494,-52.246,-30.762,-40.039,-42.969,0.000
1681290751.498,-45.898,-20.996,-35.645,-36.133,0.000
1681290751.502,-54.199,-15.625,-36.133,-35.156,0.000
1681290751.505,-59.570,-7.812,-38.086,-41.016,0.000
1681290751.509,-66.406,-0.977,-38.086,-56.152,0.000
1681290751.513,-77.637,0.488,-37.109,-72.754,0.000
1681290751.517,-85.449,0.977,-34.180,-79.590,0.000
1681290751.521,-92.285,6.348,-29.785,-88.867,0.000
1681290751.525,-100.098,10.742,-33.691,-98.633,0.000
1681290751.529,-104.004,6.836,-32.715,-107.422,0.000
1681290751.533,-130.371,0.488,-28.320,-138.184,0.000
1681290751.537,-160.645,3.418,-27.344,-160.156,0.000
1681290751.541,-163.086,12.695,-20.508,-159.668,0.000
1681290751.544,-168.457,14.160,-16.113,-166.504,0.000
1681290751.548,-177.734,6.836,-14.160,-171.387,0.000
1681290751.552,-175.781,2.441,-11.230,-176.758,0.000
1681290751.556,-179.199,1.953,-8.301,-181.152,0.000
1681290751.560,-183.594,5.859,-8.301,-171.875,0.000
1681290751.564,-178.711,5.859,-6.836,-166.992,0.000
1681290751.568,-170.898,0.488,-9.766,-164.062,0.000
1681290751.572,-172.363,-9.277,-7.324,-163.574,0.000
1681290751.576,-165.527,-16.113,-9.277,-163.086,0.000
1681290751.580,-143.555,-7.812,-18.555,-142.090,0.000
1681290751.584,-124.023,-13.184,-15.625,-116.211,0.000
1681290751.587,-124.512,-26.367,-13.672,-117.188,0.000
1681290751.591,-113.281,-29.297,-13.184,-109.863,0.000
1681290751.595,-98.633,-27.832,-15.137,-92.285,0.000
1681290751.599,-101.074,-28.320,-22.949,-89.355,0.000
1681290751.603,-76.172,-32.227,-22.461,-74.707,0.000
1681290751.607,-55.664,-36.133,-24.414,-51.270,0.000
1681290751.611,-54.688,-36.133,-29.297,-51.270,0.000
1681290751.615,-46.875,-40.527,-30.762,-50.293,0.000
1681290751.619,-37.598,-47.363,-40.039,-35.645,0.000
1681290751.623,-30.762,-45.898,-40.039,-25.879,0.000
1681290751.627,-19.531,-44.434,-34.668,-12.695,0.000
1681290751.630,-12.695,-46.387,-38.574,-7.812,0.000
1681290751.634,-6.836,-46.875,-44.922,-6.836,0.000
1681290751.638,2.930,-45.898,-42.480,5.859,0.000
1681290751.642,4.395,-49.316,-42.969,10.254,0.000
1681290751.646,6.836,-54.199,-45.898,13.184,0.000
1681290751.650,5.371,-55.664,-49.316,16.602,0.000
1681290751.654,7.812,-55.176,-51.758,13.672,0.000
1681290751.658,12.207,-55.176,-45.410,15.137,0.000
1681290751.662,16.113,-55.664,-43.945,15.625,0.000
1681290751.666,17.578,-62.012,-52.734,22.461,0.000
1681290751.669,15.137,-61.523,-54.688,31.250,0.000
1681290751.673,19.531,-53.711,-50.293,24.414,0.000
1681290751.677,22.461,-53.711,-52.734,26.367,0.000
1681290751.681,23.926,-53.223,-50.781,35.645,0.000
1681290751.685,33.691,-56.641,-49.316,36.621,0.000
1681290751.689,38.086,-60.547,-49.805,37.598,0.000
1681290751.693,32.227,-56.152,-49.316,30.273,0.000
1681290751.697,29.297,-52.734,-45.898,27.344,0.000
1681290751.701,34.668,-50.781,-47.363,31.250,0.000
1681290751.705,36.133,-53.223,-48.340,31.738,0.000
1681290751.709,32.715,-56.641,-49.316,31.250,0.000
1681290751.712,24.902,-52.246,-51.270,22.461,0.000
1681290751.716,32.227,-47.363,-54.688,25.391,0.000
1681290751.720,34.668,-46.875,-49.805,34.668,0.000
